Equipment Name,Type,Flowrate,Pressure,Temperature
Equipment_1962,Reactor,376.79,18.24,156.73
Equipment_1963,HeatExchanger,428.82,2.83,165.18
Equipment_1964,Condenser,184.56,17.28,202.13
Equipment_1965,Compressor,192.47,4.38,267.63
Equipment_1966,Valve,352.05,17.37,364.29
Equipment_1967,Pump,64.15,11.22,119.41
Equipment_1968,Valve,376.92,17.69,79.54
Equipment_1969,Valve,426.1,3.88,192.01
Equipment_1970,Reactor,236.82,15.48,135.91
Equipment_1971,Condenser,394.2,13.93,251.61
Equipment_1972,Pump,128.57,11.32,294.73
Equipment_1973,Valve,195.02,16.4,158.76
Equipment_1974,Pump,488.44,13.32,289.91
Equipment_1975,Compressor,493.85,17.66,170.1
Equipment_1976,Reactor,280.67,8.24,272.24
Equipment_1977,Compressor,470.42,12.21,271.57
Equipment_1978,Pump,285.23,17.54,147.36
Equipment_1979,Separator,181.21,5.08,272.5
Equipment_1980,Pump,170.1,10.23,183.33
Equipment_1981,Condenser,468.28,19.25,167.76
Equipment_1982,Valve,127.6,10.0,151.25
Equipment_1983,Valve,310.83,5.8,170.98
Equipment_1984,Compressor,299.99,7.67,325.36
Equipment_1985,Reactor,382.83,17.82,135.81
Equipment_1986,Separator,274.66,19.14,288.7
Equipment_1987,HeatExchanger,172.53,19.05,365.22
Equipment_1988,Valve,126.23,14.28,172.65
Equipment_1989,Condenser,329.37,10.68,60.33
Equipment_1990,Compressor,373.55,4.47,58.61
Equipment_1991,Compressor,306.28,3.34,98.83
Equipment_1992,HeatExchanger,382.26,2.14,88.52
Equipment_1993,Condenser,113.68,1.34,311.83
Equipment_1994,Reactor,447.11,17.68,153.2
Equipment_1995,Condenser,312.08,16.37,278.38
Equipment_1996,Reactor,107.08,11.79,64.86
Equipment_1997,Condenser,257.87,19.98,153.51
Equipment_1998,Condenser,430.16,19.11,131.95
Equipment_1999,Pump,453.9,13.45,146.91
Equipment_2000,Compressor,169.09,9.83,116.75
Equipment_2001,Condenser,370.07,3.89,266.27
Equipment_2002,HeatExchanger,94.99,10.8,281.94
Equipment_2003,Condenser,65.1,4.0,101.96
Equipment_2004,Valve,302.18,8.57,309.4
Equipment_2005,Compressor,362.67,18.91,137.52
Equipment_2006,Valve,408.1,7.5,149.02
Equipment_2007,Compressor,203.1,3.9,340.08
Equipment_2008,Valve,52.94,12.07,365.41
Equipment_2009,Condenser,265.78,12.44,338.66
Equipment_2010,Condenser,57.13,4.68,101.72
Equipment_2011,Pump,91.39,4.74,399.74
Equipment_2012,HeatExchanger,197.01,19.8,285.25
Equipment_2013,Valve,246.73,5.62,228.73
Equipment_2014,Reactor,175.76,16.93,384.19
Equipment_2015,Pump,311.84,9.94,336.08
Equipment_2016,Valve,74.91,9.26,292.11
Equipment_2017,Valve,115.06,6.6,343.44
Equipment_2018,Pump,362.87,15.7,184.91
Equipment_2019,Condenser,113.96,17.73,289.55
Equipment_2020,Valve,337.9,5.96,116.7
Equipment_2021,Condenser,74.61,2.81,395.8
Equipment_2022,Pump,233.32,3.6,256.14
Equipment_2023,Condenser,129.83,16.06,334.98
Equipment_2024,Compressor,99.34,9.28,192.57
Equipment_2025,Reactor,305.16,3.51,315.51
Equipment_2026,Separator,467.75,7.47,185.58
Equipment_2027,Valve,74.65,10.77,256.5
Equipment_2028,HeatExchanger,239.7,17.19,322.35
Equipment_2029,Reactor,368.39,13.19,90.77
Equipment_2030,Separator,258.21,4.34,174.88
Equipment_2031,Condenser,412.92,4.02,240.73
Equipment_2032,Valve,130.84,8.83,166.9
Equipment_2033,Condenser,481.82,2.43,158.21
Equipment_2034,Compressor,223.32,15.36,148.58
Equipment_2035,Pump,203.71,8.63,129.73
Equipment_2036,Valve,443.57,7.52,347.12
Equipment_2037,Separator,303.74,10.67,373.29
Equipment_2038,Separator,282.4,14.47,295.06
Equipment_2039,Compressor,377.14,11.82,60.5
Equipment_2040,Compressor,310.93,16.25,325.18
Equipment_2041,Valve,123.13,12.96,236.18
Equipment_2042,Condenser,353.39,15.97,315.34
Equipment_2043,HeatExchanger,110.06,14.24,203.07
Equipment_2044,Separator,412.64,4.67,64.45
Equipment_2045,Separator,495.38,1.99,288.61
Equipment_2046,Compressor,219.82,18.16,205.44
Equipment_2047,Reactor,250.14,18.97,355.92
Equipment_2048,Compressor,70.9,14.81,308.35
Equipment_2049,HeatExchanger,56.18,14.76,175.85
Equipment_2050,Condenser,464.64,6.13,303.43
Equipment_2051,Condenser,107.88,11.31,223.32
Equipment_2052,Reactor,250.6,19.85,119.81
Equipment_2053,Separator,416.91,17.27,196.96
Equipment_2054,Compressor,450.19,6.78,127.9
Equipment_2055,Condenser,283.73,6.72,51.74
Equipment_2056,HeatExchanger,304.26,10.19,136.38
Equipment_2057,Valve,351.36,8.69,123.33
Equipment_2058,Pump,482.62,8.05,51.52
Equipment_2059,Pump,321.2,12.91,324.37
Equipment_2060,Pump,301.76,1.22,76.94
Equipment_2061,Separator,56.54,15.5,207.17
Equipment_2062,Compressor,86.43,15.06,196.26
Equipment_2063,Reactor,309.73,16.78,113.49
Equipment_2064,Condenser,471.31,16.99,388.4
Equipment_2065,Valve,440.01,11.76,261.31
Equipment_2066,HeatExchanger,492.16,15.82,334.73
Equipment_2067,Valve,287.53,10.36,223.65
Equipment_2068,HeatExchanger,404.57,19.08,302.98
Equipment_2069,Separator,428.18,4.62,389.42
Equipment_2070,Compressor,341.61,18.4,171.94
Equipment_2071,Pump,202.44,5.91,226.49
Equipment_2072,Compressor,261.49,2.95,230.09
Equipment_2073,Separator,436.06,9.34,397.2
Equipment_2074,Reactor,184.35,12.68,131.58
Equipment_2075,Reactor,465.68,5.39,286.36
Equipment_2076,Separator,153.41,11.56,98.38
Equipment_2077,HeatExchanger,387.28,16.35,374.48
Equipment_2078,Condenser,333.75,5.88,256.63
Equipment_2079,Condenser,387.32,12.03,350.79
Equipment_2080,HeatExchanger,246.81,7.45,363.33
Equipment_2081,Reactor,469.69,11.07,244.99
Equipment_2082,Reactor,334.61,13.67,288.7
Equipment_2083,Reactor,179.73,7.66,294.55
Equipment_2084,Compressor,337.3,19.9,211.17
Equipment_2085,Reactor,179.07,11.71,202.19
Equipment_2086,Valve,182.13,16.66,115.17
Equipment_2087,Pump,229.82,14.78,184.37
Equipment_2088,Reactor,433.59,17.2,396.76
Equipment_2089,HeatExchanger,275.13,4.3,144.45
Equipment_2090,Pump,355.51,5.23,316.85
Equipment_2091,Compressor,226.39,10.26,70.77
Equipment_2092,HeatExchanger,168.62,17.19,213.61
Equipment_2093,Pump,479.59,4.75,70.44
Equipment_2094,HeatExchanger,321.61,19.45,216.53
Equipment_2095,Compressor,470.28,3.42,59.64
Equipment_2096,Valve,141.54,4.33,264.65
Equipment_2097,Compressor,116.1,4.18,255.28
Equipment_2098,Compressor,435.12,12.13,329.25
Equipment_2099,HeatExchanger,356.41,18.43,254.15
Equipment_2100,Separator,133.96,5.85,374.1
Equipment_2101,Condenser,171.21,11.51,324.09
Equipment_2102,Reactor,410.3,4.34,96.43
Equipment_2103,Reactor,254.24,12.99,142.92
Equipment_2104,Valve,351.74,3.34,59.18
Equipment_2105,Valve,193.26,10.33,185.15
Equipment_2106,Reactor,221.55,13.45,228.34
Equipment_2107,Condenser,495.82,12.0,381.08
Equipment_2108,Reactor,161.43,3.66,232.79
Equipment_2109,Separator,277.91,4.07,323.36
Equipment_2110,Condenser,429.98,13.76,143.81
Equipment_2111,Valve,157.65,16.37,103.61
Equipment_2112,Pump,236.85,18.25,333.79
Equipment_2113,HeatExchanger,326.79,16.46,136.6
Equipment_2114,Separator,266.53,19.5,354.97
Equipment_2115,Separator,256.78,8.76,109.45
Equipment_2116,Valve,213.13,7.29,348.06
Equipment_2117,Valve,313.99,1.54,320.5
Equipment_2118,Compressor,330.97,9.55,263.93
Equipment_2119,Separator,343.98,13.38,347.58
Equipment_2120,Compressor,81.67,16.49,165.75
Equipment_2121,Compressor,333.97,6.08,108.11
Equipment_2122,HeatExchanger,478.96,10.76,104.96
Equipment_2123,Compressor,293.44,13.58,144.63
Equipment_2124,Condenser,371.87,11.48,206.18
Equipment_2125,Reactor,300.53,6.21,356.61
Equipment_2126,Pump,434.63,16.13,81.34
Equipment_2127,Valve,468.31,4.29,370.33
Equipment_2128,Condenser,132.9,18.19,373.92
Equipment_2129,Pump,246.59,19.1,304.53
Equipment_2130,Separator,226.57,7.95,365.1
Equipment_2131,Separator,232.35,8.15,319.5
Equipment_2132,Separator,106.49,15.12,234.91
Equipment_2133,Condenser,416.13,9.67,260.26
Equipment_2134,Condenser,66.09,1.54,269.88
Equipment_2135,Valve,287.7,18.48,94.41
Equipment_2136,Reactor,347.85,9.18,117.57
Equipment_2137,Compressor,143.36,4.87,233.18
Equipment_2138,Separator,457.63,11.56,90.33
Equipment_2139,HeatExchanger,427.35,5.16,387.74
Equipment_2140,Reactor,261.99,4.91,227.49
Equipment_2141,HeatExchanger,235.02,11.37,183.03
Equipment_2142,Valve,156.46,8.43,105.14
Equipment_2143,Valve,378.5,11.89,195.79
Equipment_2144,Valve,109.28,19.94,155.85
Equipment_2145,Pump,356.11,17.32,80.77
Equipment_2146,HeatExchanger,429.11,1.15,388.45
Equipment_2147,Reactor,152.81,1.96,142.74
Equipment_2148,Reactor,439.89,12.59,291.66
Equipment_2149,Condenser,65.0,12.9,81.96
Equipment_2150,Condenser,460.75,17.69,369.61
Equipment_2151,Separator,103.26,12.95,256.76
Equipment_2152,Condenser,340.59,5.33,279.91
Equipment_2153,Valve,162.54,9.9,323.62
Equipment_2154,Reactor,426.45,16.37,262.07
Equipment_2155,HeatExchanger,280.54,18.53,74.82
Equipment_2156,Valve,110.86,5.5,200.35
Equipment_2157,Pump,306.95,11.25,141.71
Equipment_2158,Condenser,233.55,4.02,220.35
Equipment_2159,Valve,347.65,10.44,191.51
Equipment_2160,Valve,446.86,2.71,339.29
Equipment_2161,Pump,234.23,18.89,136.47
Equipment_2162,Compressor,180.45,13.12,120.46
Equipment_2163,Reactor,56.53,17.23,385.33
Equipment_2164,HeatExchanger,308.68,19.97,382.33
Equipment_2165,Separator,231.02,4.47,397.71
Equipment_2166,Compressor,218.59,14.19,248.93
Equipment_2167,Condenser,132.32,17.85,89.6
Equipment_2168,Valve,243.52,11.94,358.06
Equipment_2169,Pump,493.0,13.15,100.79
Equipment_2170,Pump,183.99,8.75,104.46
Equipment_2171,Reactor,319.87,13.82,117.69
Equipment_2172,Compressor,399.42,8.52,278.7
Equipment_2173,Separator,387.12,10.06,87.52
Equipment_2174,Reactor,197.95,2.96,322.4
Equipment_2175,Valve,324.89,1.15,70.39
Equipment_2176,Reactor,442.07,2.05,88.66
Equipment_2177,HeatExchanger,56.95,4.66,202.07
Equipment_2178,Pump,246.08,9.68,182.71
Equipment_2179,Pump,150.92,1.4,396.4
Equipment_2180,Condenser,224.88,3.96,388.4
Equipment_2181,Condenser,237.2,15.85,116.39
Equipment_2182,Separator,386.0,15.48,381.33
Equipment_2183,Valve,92.22,16.0,292.29
Equipment_2184,HeatExchanger,280.66,18.51,193.1
Equipment_2185,Compressor,303.89,3.26,308.87
Equipment_2186,Reactor,272.37,4.1,365.05
Equipment_2187,Separator,379.34,7.34,113.05
Equipment_2188,Valve,222.71,18.39,118.59
Equipment_2189,Condenser,475.24,15.73,193.05
Equipment_2190,Reactor,266.81,7.16,109.22
Equipment_2191,Condenser,307.05,2.67,176.14
Equipment_2192,Reactor,421.49,12.71,275.99
Equipment_2193,Compressor,173.86,5.88,334.49
Equipment_2194,Valve,83.84,11.09,155.68
Equipment_2195,Reactor,368.5,18.89,148.61
Equipment_2196,HeatExchanger,267.36,11.88,322.91
Equipment_2197,Separator,453.43,18.55,183.36
Equipment_2198,Pump,492.21,8.47,336.47
Equipment_2199,HeatExchanger,229.6,13.03,397.68
Equipment_2200,HeatExchanger,236.95,17.98,392.88
Equipment_2201,Separator,233.58,12.17,281.94
Equipment_2202,Pump,196.05,12.68,181.32
Equipment_2203,HeatExchanger,401.76,14.61,72.92
Equipment_2204,Reactor,391.55,17.76,308.31
Equipment_2205,Reactor,265.39,2.68,392.29
Equipment_2206,Reactor,70.1,7.4,73.79
Equipment_2207,Pump,189.3,8.56,52.16
Equipment_2208,HeatExchanger,181.54,18.28,341.12
Equipment_2209,Pump,414.99,19.16,85.79
Equipment_2210,Reactor,89.41,3.29,78.57
Equipment_2211,Separator,412.55,3.26,368.62
Equipment_2212,HeatExchanger,351.13,18.76,77.85
Equipment_2213,HeatExchanger,379.6,6.62,89.91
Equipment_2214,Condenser,244.5,5.59,249.35
Equipment_2215,Condenser,355.88,1.68,314.88
Equipment_2216,Compressor,324.06,6.24,189.85
Equipment_2217,Valve,396.04,14.18,197.21
Equipment_2218,Condenser,251.05,9.09,271.42
Equipment_2219,Pump,262.77,10.82,226.9
Equipment_2220,Condenser,339.61,18.43,56.52
Equipment_2221,Compressor,98.63,3.18,89.75
Equipment_2222,HeatExchanger,246.31,2.35,253.56
Equipment_2223,Compressor,487.38,17.19,327.78
Equipment_2224,HeatExchanger,66.9,15.72,317.09
Equipment_2225,Separator,192.2,6.01,309.02
Equipment_2226,Separator,191.35,7.16,319.95
Equipment_2227,HeatExchanger,335.06,6.9,65.56
Equipment_2228,Valve,97.61,13.31,363.29
Equipment_2229,Condenser,332.84,2.16,361.25
Equipment_2230,Pump,92.77,10.3,236.17
Equipment_2231,Pump,92.73,3.54,137.01
Equipment_2232,Reactor,377.68,16.58,257.26
Equipment_2233,HeatExchanger,195.86,8.23,245.26
Equipment_2234,Pump,489.84,11.02,128.04
Equipment_2235,Valve,66.81,1.56,261.1
Equipment_2236,HeatExchanger,250.3,2.11,329.05
Equipment_2237,Valve,100.91,13.83,332.14
Equipment_2238,Pump,208.12,15.57,70.89
Equipment_2239,Pump,499.2,14.49,119.01
Equipment_2240,Reactor,449.98,15.0,283.88
Equipment_2241,Pump,71.75,2.99,350.94
Equipment_2242,HeatExchanger,303.47,14.18,232.43
Equipment_2243,Separator,341.52,4.45,297.63
Equipment_2244,HeatExchanger,144.29,2.86,57.38
Equipment_2245,HeatExchanger,115.3,15.39,262.95
Equipment_2246,Reactor,456.97,17.9,386.67
Equipment_2247,Reactor,485.97,14.62,281.36
Equipment_2248,Pump,496.35,16.31,372.8
Equipment_2249,Compressor,405.39,19.83,248.1
Equipment_2250,Compressor,348.58,3.56,345.18
Equipment_2251,Reactor,205.58,19.34,93.46
Equipment_2252,Pump,127.13,12.42,93.23
Equipment_2253,Compressor,85.54,16.45,92.06
Equipment_2254,Pump,361.98,13.35,221.1
Equipment_2255,Pump,403.13,11.83,165.59
Equipment_2256,Pump,421.9,14.37,301.72
Equipment_2257,Condenser,461.19,7.08,365.92
Equipment_2258,HeatExchanger,445.97,18.56,266.78
Equipment_2259,Pump,499.88,3.19,124.62
Equipment_2260,Condenser,159.83,7.04,375.81
Equipment_2261,Reactor,393.49,1.59,234.75
Equipment_2262,Compressor,313.91,6.16,301.98
Equipment_2263,HeatExchanger,167.56,5.15,361.68
Equipment_2264,Separator,491.86,1.94,396.44
Equipment_2265,Compressor,454.05,10.34,227.12
Equipment_2266,HeatExchanger,107.83,9.9,332.82
Equipment_2267,Separator,61.77,2.48,248.4
Equipment_2268,Compressor,359.75,5.98,220.26
Equipment_2269,HeatExchanger,321.86,19.11,238.2
Equipment_2270,Compressor,471.12,3.1,219.5
Equipment_2271,Compressor,155.3,6.8,197.36
Equipment_2272,Separator,87.97,1.68,303.3
Equipment_2273,Compressor,166.65,3.83,137.39
Equipment_2274,Compressor,58.52,14.29,265.73
Equipment_2275,Separator,66.15,7.97,299.54
Equipment_2276,Reactor,461.69,9.59,362.23
Equipment_2277,Pump,208.41,3.98,166.16
Equipment_2278,Valve,234.86,13.96,351.21
Equipment_2279,Condenser,58.27,15.28,380.85
Equipment_2280,Valve,171.73,4.44,277.04
Equipment_2281,Valve,412.13,1.85,320.0
Equipment_2282,HeatExchanger,326.97,2.54,192.0
Equipment_2283,Pump,389.2,13.48,383.25
Equipment_2284,HeatExchanger,251.25,3.57,284.8
Equipment_2285,Pump,189.38,10.38,158.55
Equipment_2286,Separator,267.26,3.9,191.49
Equipment_2287,Separator,195.38,4.23,266.21
Equipment_2288,Pump,427.54,1.08,131.95
Equipment_2289,Compressor,183.95,7.1,313.87
Equipment_2290,Reactor,346.89,2.71,128.64
Equipment_2291,Compressor,111.64,8.49,257.13
Equipment_2292,Reactor,359.09,12.36,293.95
Equipment_2293,HeatExchanger,460.98,7.98,350.91
Equipment_2294,Reactor,323.86,14.4,306.87
Equipment_2295,HeatExchanger,301.93,15.09,329.59
Equipment_2296,Separator,482.5,14.24,369.53
Equipment_2297,Valve,332.33,18.8,259.22
Equipment_2298,Separator,166.8,5.51,346.2
Equipment_2299,Separator,181.58,4.6,131.16
Equipment_2300,Valve,367.39,12.58,335.16
Equipment_2301,Reactor,380.95,12.3,127.59
Equipment_2302,Reactor,186.57,10.69,377.12
Equipment_2303,HeatExchanger,205.4,1.08,165.49
Equipment_2304,Compressor,495.98,11.55,110.14
Equipment_2305,HeatExchanger,95.88,18.72,101.86
Equipment_2306,Compressor,232.09,7.36,115.55
Equipment_2307,Separator,78.1,19.38,206.64
Equipment_2308,Valve,419.49,7.78,232.75
Equipment_2309,Separator,91.56,3.66,369.83
Equipment_2310,Pump,353.3,8.57,183.36
Equipment_2311,Reactor,75.42,10.4,126.12
Equipment_2312,Compressor,352.78,12.96,310.34
Equipment_2313,HeatExchanger,429.37,10.59,97.13
Equipment_2314,Valve,229.47,11.2,362.3
Equipment_2315,Compressor,284.96,1.46,193.29
Equipment_2316,HeatExchanger,230.69,5.82,264.84
Equipment_2317,Reactor,185.22,6.9,115.16
Equipment_2318,Separator,411.47,19.75,100.94
Equipment_2319,Reactor,172.4,6.62,329.59
Equipment_2320,Condenser,375.32,18.03,200.4
Equipment_2321,Pump,142.79,6.79,395.36
Equipment_2322,Condenser,162.43,2.83,233.5
Equipment_2323,Valve,201.41,5.7,345.98
Equipment_2324,Compressor,315.12,6.18,392.99
Equipment_2325,Valve,254.49,19.59,148.4
Equipment_2326,Separator,385.32,13.81,330.31
Equipment_2327,HeatExchanger,146.11,18.7,57.7
Equipment_2328,Reactor,54.8,16.86,287.91
Equipment_2329,Condenser,399.45,11.99,310.82
Equipment_2330,Condenser,419.74,13.83,217.08
Equipment_2331,Separator,76.77,12.87,106.74
Equipment_2332,Condenser,324.91,13.66,265.85
Equipment_2333,Separator,220.19,6.03,364.14
Equipment_2334,Valve,407.25,8.75,375.96
Equipment_2335,Reactor,443.49,12.26,311.14
Equipment_2336,Compressor,432.95,1.68,142.3
Equipment_2337,HeatExchanger,399.74,10.17,354.61
Equipment_2338,Compressor,171.07,17.33,361.09
Equipment_2339,Valve,415.35,10.35,178.53
Equipment_2340,HeatExchanger,290.07,11.49,114.04
Equipment_2341,Condenser,73.74,4.84,356.13
Equipment_2342,Pump,255.62,16.09,359.78
Equipment_2343,Valve,473.97,7.82,85.32
Equipment_2344,Valve,449.54,19.18,388.44
Equipment_2345,Reactor,96.02,19.88,236.58
Equipment_2346,Compressor,384.86,18.4,397.81
Equipment_2347,Valve,412.61,2.61,205.75
Equipment_2348,Valve,172.12,7.33,236.65
Equipment_2349,Condenser,262.22,18.96,143.13
Equipment_2350,Condenser,369.94,16.29,364.63
Equipment_2351,HeatExchanger,247.57,18.31,205.3
Equipment_2352,Separator,100.76,11.88,335.11
Equipment_2353,Separator,367.65,10.13,77.91
Equipment_2354,Pump,460.24,3.02,325.89
Equipment_2355,Separator,343.62,16.95,221.59
Equipment_2356,Reactor,398.21,15.16,51.89
Equipment_2357,Pump,211.26,2.12,129.19
Equipment_2358,HeatExchanger,132.44,4.98,117.81
Equipment_2359,Condenser,339.25,11.59,313.12
Equipment_2360,Separator,197.5,14.0,217.02
Equipment_2361,Compressor,437.03,3.62,105.9
Equipment_2362,Condenser,105.18,5.65,139.88
Equipment_2363,Reactor,245.06,4.67,226.43
Equipment_2364,Condenser,228.53,5.18,56.87
Equipment_2365,Reactor,472.12,18.49,198.44
Equipment_2366,Reactor,118.91,14.6,287.32
Equipment_2367,Reactor,54.43,15.01,231.21
Equipment_2368,HeatExchanger,157.14,16.09,259.33
Equipment_2369,Reactor,419.12,7.77,164.32
Equipment_2370,Reactor,144.19,15.58,114.08
Equipment_2371,Compressor,158.4,19.59,333.41
Equipment_2372,Pump,108.45,14.27,366.97
Equipment_2373,Valve,371.95,8.92,228.76
Equipment_2374,Pump,81.13,14.61,156.76
Equipment_2375,Reactor,199.04,18.12,228.92
Equipment_2376,Compressor,177.12,3.45,357.64
Equipment_2377,Condenser,299.82,6.04,291.99
Equipment_2378,Compressor,378.69,18.47,350.52
Equipment_2379,Reactor,289.79,18.98,164.93
Equipment_2380,Compressor,468.96,10.2,299.19
Equipment_2381,Separator,478.15,8.12,278.57
Equipment_2382,Compressor,212.66,6.37,250.07
Equipment_2383,Reactor,399.96,10.48,234.88
Equipment_2384,HeatExchanger,382.46,18.76,242.84
Equipment_2385,Separator,451.83,3.85,347.38
Equipment_2386,Compressor,251.57,8.98,370.6
Equipment_2387,Valve,288.71,18.32,89.5
Equipment_2388,Valve,237.1,7.63,249.07
Equipment_2389,Compressor,432.67,15.59,371.44
Equipment_2390,HeatExchanger,153.37,8.4,97.16
Equipment_2391,Condenser,157.87,16.29,194.5
Equipment_2392,Reactor,217.67,19.64,81.18
Equipment_2393,Valve,153.65,8.37,89.72
Equipment_2394,Condenser,302.45,17.06,366.44
Equipment_2395,Compressor,110.52,19.78,206.16
Equipment_2396,Condenser,194.08,19.69,291.06
Equipment_2397,Separator,461.05,9.24,98.62
Equipment_2398,Pump,234.15,10.23,57.68
Equipment_2399,Valve,386.71,6.76,361.67
Equipment_2400,Compressor,101.06,6.97,251.09
Equipment_2401,Reactor,161.4,10.36,57.0
Equipment_2402,HeatExchanger,413.31,4.81,397.32
Equipment_2403,Separator,393.35,14.51,222.27
Equipment_2404,Compressor,223.77,11.19,216.56
Equipment_2405,Reactor,479.48,18.06,267.32
Equipment_2406,HeatExchanger,459.79,16.4,52.77
Equipment_2407,HeatExchanger,483.04,7.13,249.2
Equipment_2408,Compressor,242.56,10.61,270.32
Equipment_2409,Separator,138.86,15.26,153.93
Equipment_2410,Condenser,332.0,4.67,304.4
Equipment_2411,Condenser,358.15,1.6,182.1
Equipment_2412,HeatExchanger,106.45,17.19,301.22
Equipment_2413,Condenser,403.92,3.61,100.34
Equipment_2414,Pump,58.13,17.9,369.79
Equipment_2415,HeatExchanger,267.23,18.36,357.81
Equipment_2416,HeatExchanger,198.96,9.75,102.72
Equipment_2417,Reactor,383.14,16.33,378.46
Equipment_2418,Condenser,190.74,7.9,245.22
Equipment_2419,Separator,422.06,17.31,295.58
Equipment_2420,HeatExchanger,317.73,16.67,344.1
Equipment_2421,Separator,407.25,2.49,79.25
Equipment_2422,Pump,495.2,12.07,109.25
Equipment_2423,Reactor,355.62,13.16,151.64
Equipment_2424,Compressor,493.23,1.02,217.02
Equipment_2425,Separator,62.98,19.62,171.12
Equipment_2426,HeatExchanger,202.16,8.72,227.05
Equipment_2427,Pump,98.53,10.83,115.07
Equipment_2428,Valve,168.04,4.7,288.75
Equipment_2429,Pump,427.5,12.61,69.51
Equipment_2430,Pump,64.55,16.4,176.51
Equipment_2431,Reactor,284.08,12.13,112.66
Equipment_2432,Compressor,305.21,15.97,305.48
Equipment_2433,Valve,302.52,14.89,359.28
Equipment_2434,Condenser,263.88,5.52,77.58
Equipment_2435,Condenser,405.77,9.28,324.76
Equipment_2436,Separator,110.09,3.82,363.5
Equipment_2437,Pump,189.76,1.8,390.89
Equipment_2438,Reactor,327.08,2.2,252.79
Equipment_2439,Reactor,360.93,18.91,164.59
Equipment_2440,Condenser,231.87,19.71,162.69
Equipment_2441,Separator,443.92,2.8,182.64
Equipment_2442,Separator,236.97,7.37,264.43
Equipment_2443,Separator,231.25,3.17,221.58
Equipment_2444,Valve,66.29,16.85,278.77
Equipment_2445,Compressor,298.01,10.43,63.76
Equipment_2446,Valve,368.91,12.8,87.06
Equipment_2447,HeatExchanger,101.5,11.26,391.79
